0.03	-0.02811
0.05	-0.03459
0.06	-0.04108
0.07	-0.05081
0.08	-0.06054
0.1	-0.07676
0.13	-0.09946
0.17	-0.1222
0.18	-0.1351
0.21	-0.1514
0.24	-0.1741
0.29	-0.1968
0.35	-0.2195
0.39	-0.2292
0.43	-0.2324
0.5	-0.2324
0.55	-0.2259
0.62	-0.2065
0.65	-0.1935
0.68	-0.1773
0.71	-0.1546
0.76	-0.1286
0.79	-0.1059
0.81	-0.09297
0.85	-0.06703
0.88	-0.04432
0.91	-0.01838
0.94	0.001081
0.97	0.02378
1	0.04973
1.03	0.07568
1.06	0.09838
1.08	0.1146
1.11	0.1373
1.14	0.16
1.16	0.1762
1.19	0.1957
1.21	0.2086
1.25	0.2346
1.3	0.2605
1.34	0.2865
1.39	0.3092
1.43	0.3222
1.5	0.3416
1.54	0.3514
1.59	0.3578
1.66	0.3643
1.75	0.3643
1.81	0.3611
1.89	0.3514
1.96	0.3416
2	0.3351
2.08	0.3189
2.15	0.3059
2.23	0.2865
2.3	0.2735
2.38	0.2573
2.42	0.2476
2.46	0.2411
2.51	0.2314
2.56	0.2249
2.6	0.2184
2.64	0.2119
2.72	0.1989
2.81	0.1892
2.9	0.1795
2.99	0.1697
3.06	0.1632
3.12	0.16
3.21	0.1535
3.28	0.147
3.33	0.1438
3.42	0.1373
3.51	0.1341
3.56	0.1308
3.62	0.1276
3.7	0.1243
3.77	0.1211
3.86	0.1178
3.93	0.1146
3.96	0.1146
4.01	0.1114
4.02	0.1114
4.04	0.1114
4.08	0.1114
4.17	0.1049
4.23	0.1049
4.32	0.1016
4.38	0.09838
4.43	0.09838
4.48	0.09838
4.57	0.09514
4.64	0.09189
4.73	0.09189
4.79	0.09189
4.84	0.08865
4.87	0.08865
4.91	0.08865
4.92	0.08865
4.93	0.08865

