0.04	-0.002162
0.09	-0.008649
0.1	-0.008649
0.14	-0.01189
0.21	-0.01514
0.25	-0.01838
0.28	-0.02162
0.29	-0.02162
0.33	-0.02486
0.38	-0.02811
0.42	-0.03135
0.43	-0.03135
0.46	-0.03459
0.47	-0.03459
0.49	-0.03784
0.56	-0.04108
0.62	-0.04757
0.67	-0.05081
0.74	-0.05405
0.8	-0.0573
0.89	-0.0573
0.92	-0.0573
1	-0.0573
1.09	-0.0573
1.17	-0.05405
1.21	-0.05081
1.25	-0.04757
1.29	-0.04432
1.32	-0.04108
1.4	-0.03135
1.47	-0.02486
1.55	-0.01838
1.6	-0.01189
1.62	-0.008649
1.7	0.001081
1.78	0.01081
1.86	0.02054
1.9	0.02703
1.94	0.03351
1.97	0.03676
2.05	0.04324
2.14	0.05297
2.22	0.0627
2.27	0.06595
2.33	0.06919
2.4	0.07243
2.45	0.07568
2.53	0.07892
2.59	0.07892
2.61	0.07892
2.63	0.07892
2.68	0.08216
2.75	0.08216
2.8	0.08216
2.83	0.08216
2.89	0.08216
2.97	0.07892
3.03	0.07892
3.11	0.07568
3.14	0.07568
3.17	0.07568
3.26	0.07243
3.34	0.06919
3.42	0.06919
3.46	0.06595
3.5	0.0627
3.56	0.0627
3.58	0.0627
3.64	0.05946
3.66	0.05946
3.69	0.05946
3.77	0.05297
3.79	0.05297
3.88	0.05297
3.91	0.05297
3.99	0.04649
4	0.04649
4.02	0.04973
4.1	0.04649
4.15	0.04649
4.23	0.04324
4.29	0.04324
4.37	0.04
4.4	0.04
4.41	0.04
4.42	0.04
4.5	0.04
4.58	0.03676
4.64	0.03676
4.73	0.03676
4.82	0.03351
4.87	0.03351
4.9	0.03351
4.93	0.03351
4.94	0.03351

