0.03	-0.01514
0.04	-0.01838
0.06	-0.03135
0.09	-0.04757
0.12	-0.06703
0.15	-0.08973
0.2	-0.1124
0.24	-0.1286
0.25	-0.1319
0.26	-0.1384
0.3	-0.1514
0.33	-0.1611
0.38	-0.1708
0.46	-0.1773
0.47	-0.1773
0.5	-0.1773
0.54	-0.1741
0.55	-0.1708
0.61	-0.1578
0.62	-0.1546
0.66	-0.1416
0.67	-0.1384
0.7	-0.1254
0.73	-0.1124
0.76	-0.1027
0.78	-0.08973
0.8	-0.07676
0.83	-0.06378
0.84	-0.0573
0.86	-0.04432
0.86	-0.04757
0.88	-0.03459
0.93	-0.005405
0.96	0.007568
0.97	0.0173
0.99	0.03351
1.01	0.04649
1.06	0.07243
1.09	0.08865
1.11	0.1016
1.15	0.1211
1.18	0.1405
1.23	0.16
1.27	0.1795
1.32	0.1989
1.36	0.2184
1.42	0.2378
1.48	0.2508
1.53	0.2605
1.58	0.267
1.61	0.2703
1.65	0.2735
1.71	0.2768
1.8	0.2768
1.86	0.2735
1.93	0.2638
2.02	0.2476
2.11	0.2346
2.2	0.2216
2.27	0.2119
2.33	0.2054
2.4	0.1957
2.45	0.1892
2.49	0.1827
2.53	0.1762
2.6	0.1665
2.66	0.16
2.74	0.1503
2.82	0.1438
2.89	0.1373
2.97	0.1308
3.03	0.1276
3.11	0.1243
3.15	0.1211
3.23	0.1146
3.29	0.1114
3.35	0.1081
3.43	0.1016
3.47	0.1016
3.51	0.1016
3.59	0.09838
3.65	0.09514
3.72	0.09189
3.79	0.08865
3.84	0.08865
3.92	0.08865
3.98	0.08541
4.06	0.08216
4.15	0.07892
4.22	0.07892
4.3	0.07892
4.38	0.07568
4.46	0.07568
4.54	0.07243
4.63	0.06919
4.71	0.06919
4.75	0.06919
4.8	0.06919
4.89	0.06595
4.9	0.06595
4.91	0.06595

